Input,Predicted,Actual
"Aûîeté pakó, aîegûak ûinhemoúna",<extra_id_0>.,Na verdade hei de me enfeitar pretejando-me
O membyra i nhemoŷrõba'e oîmonhyrõ,<extra_id_0>,Apazigua seu filho que esta irado
yby kûara,<extra_id_0>,buraco do chao
xe nhe'ẽ-'anga,<extra_id_0>',eco de minhas palavras
poxy resé o nheangerekosápe,<extra_id_0>,na sua preocupacao com torpezas
Xe agûasá gûitekóbo,<extra_id_0>,Eu estou-me amancebando
Xe Îetu'u ra'yrûera,<extra_id_0>! <extra_id_10>!,Eu sou antigo filho de Jetuu
Ereîme'engype mosangygûaba kunhãmuru'abora supé?,<extra_id_0>,Deste veneno para uma mulher gravida
"Aûîeté a'e îandé rubypy, ""-E'u umẽ ikó 'ybá"" 'îagûera",<extra_id_0>,Embora ele fosse nosso pai primeiro o que lhe foi dito foi -Nao comas este fruto
Aîaseó-kytĩ,<extra_id_0>,Cortei-lhe a garganta degolei-o
N'i tybi xûépe amõ mi'u?,<extra_id_0>,Nao havera outra comida
Aîamõ,<extra_id_0>,Aguei-a
api anhãî,<extra_id_0>,na ponta da rede no punho da rede
Xe kori i pyîaso'o,<extra_id_0>,Eu hoje quero o lombo deles
i apé koty,<extra_id_0>,do lado de fora dele pex de um vaso de algo que tenha lado interior e exterior
Xe kyre'ym,<extra_id_0>,Eu sou habilidoso
Mba'e abyare'ymape syaîa?,<extra_id_0>,Semelhante a que coisa era o suor dele
mba'e resé?,<extra_id_0>,por que
"Tupã îoaûsuba pupé îaîkóbo, tekokatu-eté îarekó",<extra_id_0>,Estando nos no amor de Deus a verdadeira felicidade temos
Aîputu'umbok,<extra_id_0>,Arranquei o miolo dele
Aîyb,<extra_id_0>.,Assei-me
"Îesu Cristo, tekomonhangara",<extra_id_0>,Jesus Cristo o juiz
T'asepîáne,<extra_id_0>,Hei de ve-lo
Kokoty paranã aé rame'ĩ o abaetéramo erimba'e gûekoagûera sosé yapenunga ryapugûasuramo,<extra_id_0>,E por outra parte semelhantemente o proprio mar sera mais terrivel do que e seu costume fazendo as ondas grande estrondo
Marãpe sekóû ikó 'ara pupé o kakuab'iré?,<extra_id_0>,Que fez neste mundo depois que cresceu
O îoamundabamo oroîub,<extra_id_0>,Somos vizinhos uns dos outros
Te'õ moanhẽ-anhẽmo,<extra_id_0>,Ficando a esperar ansiosamente a morte Ar Cat 158v Korikorinha'ub 'ara repiaki i moanhmo - Deseja logo ver o dia ficando ansioso por ele
Kûãî 'ype,<extra_id_0>,Vai a fonte
I xama ri arasó,<extra_id_0>,Levo-o na sua trela
Gûaîxará t'osó tatápe!,<extra_id_0>,Que va Guaixara para o fogo
Aûîé ã ko'yté!,<extra_id_0>,Eis que enfim ja chega
Anhẽ ã aîpó tekó îandé mopanem-y-îara,<extra_id_0>,Eis que na verdade esse ato e o que tem o dom de nos fazer fracassar
mopûaba,<extra_id_0>,tempo lugar modo etc de tocar de bater
Opaka bé sesé o ma'enduaramo,<extra_id_0>,Lembrando-se dele assim que acorda
Mamõpe Tupã rekóû?,<extra_id_0>,Onde Deus esta
Tapuîpe gûaîbĩ aru amõ Magûeá suí A'ereme aputu'u,<extra_id_0>,Aos tapuias trouxe as velhas de alem de Maguea Entao fiquei descansado
"Ybyrá karamemûã, ygarusu nungara pupé i mo'ar-uká",<extra_id_0>,Mandando faze-los embarcar numa arca de madeira semelhante a um navio
i moîasukypyra,<extra_id_0>,o batizado
Xe mosẽ memẽ taba suí abaré,<extra_id_0>,Faz-me sair sempre da aldeia o padre
îukasaba,<extra_id_0>,tempo lugar instrumento causa modo companhia etc de matar
N'i apori oré sumarã îepinhẽ oré ra'anga,<extra_id_0>,Nao desiste nosso inimigo de sempre nos tentar
Mba'easybora-te aîekatu i 'uû,<extra_id_0>,Mas os doentes a comem bem certamente
Endé aé ereîekûá,<extra_id_0>,Tu mesmo es causa de teu dano
Na sa'ubi nde rekopoxy,<extra_id_0>,Nao sao sem consequencias os teus pecados
Opûerab amõnume,<extra_id_0>,Cura-se as vezes
"Takûary, sobaîygûara, Tapera, xe rerobîá",<extra_id_0>,Taquari e Tapera que esta diante dela acreditam em mim
I ting pirá ixébo,<extra_id_0>,O peixe e-me enjoativo
"Ene'ĩ, t'îarasó senondé kó musurana",<extra_id_0>,Eia levemos adiante deles esta mucurana
Asé sybápe cruz moíni asé nhy'ã 'arybo bé,<extra_id_0>,Em nossa testa poe a cruz e sobre nosso coracao tambem
I membyra o'ar umã,<extra_id_0>,Seu fiho ja nasceu
Asapearõ,<extra_id_0>,Espero-o no seu caminho
Nde poxy-potar-a'ub T'eresó rõ nde ratápe,<extra_id_0>,Tu queres ser mau Has de ir pois para teu fogo
Aîgûaîaý-moîar,<extra_id_0>,Grudei penagens nele
A'epe marã apŷabetéramo sekóû îandé îabé?,<extra_id_0>,E de que maneira e homem verdadeiro como nos
Aûîé kunumĩgûasu o ekó-aíbeté oîomim,<extra_id_0>,Enfim os mocos escondem seus muito maus procedimentos
Xe moapysyk îepé,<extra_id_0>,Conforta-me tu
Otĩ kûarasy osema nde beraba robaké,<extra_id_0>,Envergonha-se o sol nascendo diante de teu brilho
Erenhemombe'upe nde memby-kuî îanondé?,<extra_id_0>,Confessaste-te antes de nascer teu filho
O boîaetá pabẽ serekomemûãmo,<extra_id_0>,Maltratando-o todos os seus suditos
Emondarõ umẽ,<extra_id_0>,Nao cometas furto
"A'e anhẽ mosapyr pessoaamo i îa'oki, oîepé og ekó-karaíba îese'ara pupé nhẽ",<extra_id_0>,Eles na verdade em tres pessoas se distinguem na uniao de seu unico ser divino
Îudeus supé sepîakuká,<extra_id_0>,Mostrando-o aos judeus
Morubixaba boîá amõ osobá-petek,<extra_id_0>,Um servo do principe esbofeteou sua cara
Xe pyte'em,<extra_id_0>! <extra_id_10>!,Eu sou coxo
nhe'ẽ-tekokugûabe'yma,<extra_id_0>.,palavras desatinadas
"Xe-te, xe rembiá-potá sabeypora amõ resé",<extra_id_0>,Eu em vez disso quero presas em alguns bebados
Mbobype abá aîpoba'e oîaby kunhã resé onhemomotar'iré koîpó i mongetá roîré sesé o byke'yma pukuî?,<extra_id_0>:,Quantas vezes o homem transgride aquele mandamento apos atrair-se por uma mulher ou apos conversar com ela enquanto nao toca nela
Aîmombe'uaíb,<extra_id_0>,Digo mal dele
"Aîmomoxy pabenhẽ, i momondarõmo bé",<extra_id_0>,Arruinei a todos fazendo-os roubar tambem
Asó serãne ra'e?,<extra_id_0>,Dizem que fui
Abápe aîpoba'e oîmopor?,<extra_id_0>,Quem cumpre aquele mandamento
abá-tubixaba,<extra_id_0>,homem membrudo
deitar-se - Gûyrá-sapukaîa îabé ereîetu'u,<extra_id_0>,Como um galo te deitas
"Anonhan, arobebéne",<extra_id_0>,Fa-los-ei correr comigo fa-los-ei voar comigo
Arekorekó i mombegûabo,<extra_id_0>,Contando-o digo-o e desdigo-o
Ixé t'oroepyk,<extra_id_0>,Eu hei de vingar-te
"Xe, anhangusu-mixyra",<extra_id_0>,Eu o diabao assado
Pitanga nhemonhanga suí oîeposanõ-sanonga,<extra_id_0>,Ficando a tomar pocoes para nao se gerar uma crianca
Aîosub abá koty,<extra_id_0>,Visito os aposentos dos indios
xe pó apyra,<extra_id_0>»㽇licitud,extremidades de minhas maos
morubixá-mosakara,<extra_id_0>,chefes valentes
sûá'ĩ,<extra_id_0>,cantinho dela
Tupã moeteagûama resé,<extra_id_0>,Para honrar a Deus
T'osó-pá xe mara'ara kûepe xe 'anga suí,<extra_id_0>,Que va toda a minha doenca para longe de minha alma
Na setáî xe angaîpaba,<extra_id_0>,Nao sao muitos meus pecados
Nde rekomemûã rumõ-rumõmo nhẽ,<extra_id_0>,Teus pecados estando a aumentar com efeito
koromõ-apyri'ĩ,<extra_id_0>,daqui a pouquinho
Xe 'apytereb,<extra_id_0>,Eu sou calvo
Marãpe moranduba?,<extra_id_0>,Quais as novidades Quais as novas
Tatá asé angaîpaba repy mondykaba,<extra_id_0>,Fogo em que se elimina a divida de nossos pecados
Na xe îuruposykyîéî,<extra_id_0>,Eu nao tenho boca cuidadosa isto e sou destemido em falar
Eîerok moxy resé ta nde rerapûãngatu,<extra_id_0>,Arranca-te o nome por causa dos malditos para que sejas muito famoso
Aîmondó-momo,<extra_id_0>,Se eu o mandasse
Our benhẽ i kera pé nhẽ obasemano,<extra_id_0>,Veio de novo achando-os novamente no sono
N'îaporabykyî kó 'ara pupé,<extra_id_0>,Nao trabalhamos neste dia
Xe popy'i emonã gûitekóbo,<extra_id_0>,Eu sou habil em assim agir
ybyrá'ĩ,<extra_id_0>,vara
Mba'e-mba'epe Anhanga oîpotar?,<extra_id_0>,Que coisas quer o diabo
Xe rakubaíb,<extra_id_0>.,Eu estou morno
Obebuî-berame'ĩ,<extra_id_0>,Parece flutuar
Aîase'o-rekó,<extra_id_0>,Fiquei em pranto
Nd'e'i te'e serã oîemoîoîá-pá-potá o monhangara resé?,<extra_id_0>.,Por isso mesmo quiseram igualar-se todos a seu criador
Ogûeîyb yby apyterype,<extra_id_0>,Desceu para o meio da terra
itakynhatimana,<extra_id_0>,pedra de amolar que gira pedra de barbeiro
Apu-apuk,<extra_id_0>.,Estou tendo polucao
Taé a'e,<extra_id_0>,Estou na medida
Aîkytyngok,<extra_id_0>,Tiro a sua ferrugem
pindasã-muku,<extra_id_0>,linha grossa de pescar
mba'e-kagûera,<extra_id_0>,gordura de animal
N'ererupe îyapara?,<extra_id_0>,Nao trouxeste foices
pitanga mokõî ro'y omoaûîeba'e,<extra_id_0>,as criancas que completam dois anos
"Nde rekomemûãagûera repyme'ẽngatu roîré, t'ereîekosubeté tekoporanga resé",<extra_id_0>:,Apos resgatares bem tuas maldades antigas que te regozijes muito com a virtude
"Îé, aîpó xe moytarõ",<extra_id_0>,Sim esses me satisfazem
Eîepe'a! Ekûá ké suí ra'a!,<extra_id_0>,Afasta-te Vai-te daqui ja
irũmbûera,<extra_id_0>,os que foram seus companheiros seus ex-companheiros
Asendybá-apin,<extra_id_0>,Rapei-lhe o queixo barbeei-o
Marãpe i boîá rekóû emonã o îara rerekó repîaka?,<extra_id_0>,Como seus discipulos procederam vendo tratar assim a seu senhor
Oré raûsubá îepé,<extra_id_0>,Compadece-te de nos
Anheran i xupé,<extra_id_0>,Resisti-lhe defendendo-me
"Nde rera rendupa abé, anhanga ryryî okûapa",<extra_id_0>,Tao logo ouvindo o teu nome o diabo esta tremendo
Oîoaûsu-katupe amẽ oîopopysykyba'epûera?,<extra_id_0>,Devem amar-se muito os que se casaram um com o outro
"Nde i potasábo-katu é, t'onhemonhang",<extra_id_0>,No caso de o desejares muito mesmo que se faca tua vontade
Aanumẽne! Asabeypó,<extra_id_0>,Nao Estou bebado
Îandé moetébo apŷaba nhemosaraî,<extra_id_0>,Para nos honrarem os indios fazem festa
"N'opabi moropotara, tesãînana, marã'é",<extra_id_0>,Nao acabam os desejos sensuais a lascivia as maledicencias
T'îasó sapépe,<extra_id_0>,Vamos ao seu caminho
Aîaparaîtyk,<extra_id_0>,Derrubei-o
Xe aíb,<extra_id_0>,Eu estou debilitado
Xe ky'a-te turusu,<extra_id_0>,Mas minha sujeira era muita
Eîá-te xe rubixaba!,<extra_id_0>,Mas apanha antes meu chefe
Emoîerekûab orébo,<extra_id_0>,Faze perdoar a nos
"Xe reté ã n'oîkoetéî, omembeka",<extra_id_0>,Eis que meu corpo nao esta disposto amolecendo
"Nde 'anga moapysykápe, oroîaîubã-îubã",<extra_id_0>,Para confortar a tua alma nos o ficamos abracando
"T'îasó, mbegûé, îapu'ama, t'ixapy moxy retama",<extra_id_0>,Vamos devagar para fazer o assalto para queimar a terra dos malditos
Anhomong,<extra_id_0>,Sujei-o de visgo
Xe angaîpabeté'ĩ ra'u mã!,<extra_id_0>,Ah eu fui muito pecador
abaré nhe'engerekoara,<extra_id_0>,o tradutor do padre
"""Xe poreaûsubeté'ĩ mã!"" sendubypyramo a'epe",<extra_id_0>.,Ah coitadinho de mim e o que e ouvido ai
Îeîbé asó,<extra_id_0>,Vou de madrugada
Îandé retá îandé pe'abo,<extra_id_0>,A multidao de nos afastando
Eîerok moxy resé,<extra_id_0>,Arranca-te o nome por causa dos malditos
"Setama rera Mboîy, a'epe i moîypa, i gûabo",<extra_id_0>,O nome da terra deles e Mboijy ali assando-os e comendo-os
"São João pitangĩ, tygépe o endápe, nde rura andupápe, o por-oporĩ",<extra_id_0>,Sao Joao criancinha estando no ventre ao perceber tua vinda ficou saltando
xe kororõ-pysyrõ,<extra_id_0>,meu soltar de grunhidos
Ema'ẽ oré resé!,<extra_id_0>,Olha para nos
"Mba'epe asé osenõî i xupé, o îerobîasabamo?",<extra_id_0>.,Que a gente evoca diante dele como sua esperanca
Ybaka porá-tene sory-porang,<extra_id_0>,Os habitantes do ceu mais ainda estao bem felizes
Ono'ong mba'e ixébo,<extra_id_0>,Aumentaram as riquezas para mim
Marã e'ipe asé o ké îanondé?,<extra_id_0>,Como diz a gente antes de dormir
marã-pipó?,<extra_id_0>,1 que que dizes como o que nao entendeu bem o que outrem disse ou respondendo ao que chamou
Tyk e'i,<extra_id_0>,Estao em grande numero sao muitos
Ano'ẽ,<extra_id_0>,Retirei-a
Xe resaeté,<extra_id_0>,Eu sou libertina
Sesé so'o gûyrá aîmoîese'a i mokanhemane,<extra_id_0>.,Com eles os animais e os passaros ajuntarei para destrui-los
Marãnamope asé o sybápe îoasaba moíni?,<extra_id_0>,Por que a gente poe a cruz na testa
Asetobapy-etab,<extra_id_0>,Aparei-lhe o topete
Îepémo asó,<extra_id_0>,Ainda que eu fosse
itá-kysegûasu,<extra_id_0>,cutelo de ferro
Pesepîak irã ybytinga 'arybo xe rura béne,<extra_id_0>,Vereis tambem futuramente minha vinda sobre as nuvens
Endé aé ereîekûá xe roka pobu-potá,<extra_id_0>,Tu mesmo es causa de teu dano querendo revirar minha casa
"I xy n'i membyrasyî, nda sugûyî, n'i mara'ari",<extra_id_0>,Sua mae nao teve dor de parto nao sangrou nao ficou doente
abá momanhã-manhana,<extra_id_0>,fazendo os homens ficarem espiando
Peporeaûsu korine,<extra_id_0>! <extra_id_10>!,Estareis aflitos hoje
Ladainhas ra'angaba,<extra_id_0>,O proferir das ladainhas
Osem okarype oîase'o-asykatûabo,<extra_id_0>,Saiu para o patio chorando muito dolorosamente
I îasear apŷabaíba,<extra_id_0>,Uniram-se os homens maus
Yby apyterype tatá-amororé ogûeba'erame'yma monhanga,<extra_id_0>,No meio da terra fazendo um fogo inextinguivel que nao se apagara
pyteri,<extra_id_0>,no meio de no centro de
Xe rurunhyng,<extra_id_0>,Eu estou desinchado
"Nandé rakó asé îeupiri ybakypene, o posyîusu reîtyk'iré",<extra_id_0>,Assim desta maneira na verdade a gente subira para o ceu apos lancar fora seu grande peso
mokaku'i-uru,<extra_id_0>,recipientes de polvora
Tekokatueté rerekoara onherane'ymba'e,<extra_id_0>,O que tem a bem-aventuranca e o que nao agride
I abaeté sepîaka ixébo,<extra_id_0>,para mim terrivel ve-los
Nhũ-myterype i mbo'îabo,<extra_id_0>,Em meio de campo repartindo-os
Xe angaîpá-tubixagûera amosẽne,<extra_id_0>,Meus antigos e grandes pecados farei sair
Xe apykanhem,<extra_id_0>,Eu sumi de vista
Onharõ-berame'ĩ asé ro'o îandé 'anga resé,<extra_id_0>,Parece investir nossa carne contra nossa alma
Xe angaîpab-eté,<extra_id_0>,Eu sou muito pecador
ybakygûara,<extra_id_0>,os habitantes do ceu
Aîpó nde remixyrama,<extra_id_0>,Essas serao as que tu assaras
serapûanyba'e,<extra_id_0>,o que tem fama o que e famoso
Aîmoapapub,<extra_id_0>.,Convenco-o
Aîpoba'e-tene n'oîabyî mboîa,<extra_id_0>,Esse enfim nao e diferente da cobra
Aûîé ipó!,<extra_id_0>,Ja chega certamente
"Nd'e'i te'e kunumĩgûasu, morubixaba o sogûápe, oîkébo memẽ kagûápe",<extra_id_0>.,Por isso mesmo os mocos por os convidarem os chefes entram sempre no lugar de beber cauim
Marã e'ipe irã abá a'ereme tobaîá-katupabẽ o amaneme sekyîabone?,<extra_id_0>,Como entao futuramente os homens dirao invocando-o ao circundarem-nos muitissimos inimigos
Asaembe'e,<extra_id_0>,Afio-a
"Eîori, mba'enem!",<extra_id_0>,Vem coisa fedorenta
agûasá membyra,<extra_id_0>,filho bastardo filho do amante
Aîmamã-rok,<extra_id_0>,Retirei as amarras dele
"Oîepé-ĩombé, nipó, i angaîpab amõme é",<extra_id_0>,Um ou outro porventura foi mau as vezes
Nde 'anga osapy satá ogûeîypa,<extra_id_0>,Queimou tua alma o fogo dele descendo
Orondururuk,<extra_id_0>,Agitamo-nos
N'opytáî amõ abá maranápe,<extra_id_0>,Nao ficou ninguem no lugar da batalha
Xe raîyîeapar,<extra_id_0>,Eu tenho um nervo encolhido
kunumĩ-a'uba,<extra_id_0>,rapaz por desprezo pejorativo
-Mba'epe ereru nde karamemûã pupé?,<extra_id_0>,Aoba -Maraba'e -Pykasu-aba -Que trouxeste dentro de tua caixa -Roupas -De que tipo -De pena de pomba
Xe katu,<extra_id_0>.,Eu sou airoso
Anambi-kutuk,<extra_id_0>,Furo orelhas
Asemi'u-erekûab,<extra_id_0>,Ofereci-lhes comida
Arasó-rasó-a'ub,<extra_id_0>,Finjo que o levo faco que o levo
Aîmo'ar,<extra_id_0>,Dei-o a luz
Anhatõî,<extra_id_0>,Toquei-o
pó-e'õ,<extra_id_0>,maos entorpecidas
Sekoaûîépe gûaîtaká koîpó gûaîanã ra'yra?,<extra_id_0>,Esta pronto o guaitaca ou o filho do guaiana
O îoambyî oroîub,<extra_id_0>,Estamos pertinho um do outro
"Oîkobeba'e, omanõba'epûera pabẽ rekomonhanga",<extra_id_0>,Para julgar todos os que vivem e os que morreram
abá-tekokugûá-katu,<extra_id_0>,homem muito entendido
a-putu'uma,<extra_id_0>,miolos de cabeca
A'é umanĩ mba'e monhanga,<extra_id_0>,Faco as coisas devagar
Mba'enakó ahẽ amõ îukáû akûeîme,<extra_id_0>,Da mesma forma que fulano matou alguem ha tempos
mosé esó-potá,<extra_id_0>,querendo ir tu para o lado de gente
Emonã kori aîkóne,<extra_id_0>,Assim hoje procederei
Opá taba moangaîpabi!,<extra_id_0>,Tudo faz a aldeia pecar
itá pupé,<extra_id_0>,com uma pedra
o poromonã-monana,<extra_id_0>,ficando a confundir as pessoas
Eresekyîpe îuraragûaîa abá supé?,<extra_id_0>,Urdiste mentiras contra alguem
"Missa mondykápe épe ereîké îepi, nde îesûere'yîpe?",<extra_id_0>,no final da missa que entras sempre manifestamente consciente
Supixûar ikó paîé-angaíba,<extra_id_0>,Este paje ruim tem espirito protetor
"Ereîmoîebype kaûĩ, sesé nde apore'ymamo?",<extra_id_0>,Vomitaste cauim brigando por causa dele
Omanõ xe îybá,<extra_id_0>,Meu braco perdeu a sensibilidade
Nd'o'u-apyî ahẽ mba'e,<extra_id_0>,Nunca acaba de comer nao come fulano completamente as coisas
Sekoaûîépe gûaîtaká?,<extra_id_0>,Esta pronto o guaitaca
I xupé o ekotebẽsaba resé oîerurébo,<extra_id_0>,Rezando a ele no tempo de sua aflicao
Abá rekopoxy mosãîa,<extra_id_0>,Tornando notorios os vicios das pessoas
A'emo oîubyk-uká?,<extra_id_0>,Eles mandariam enforca-los
Nde nhe'ẽ-poroîukaípe abá supé?,<extra_id_0>,Tu tiveste para alguem palavras que violentam
Xe kunusãî,<extra_id_0>,Eu sou modesto
Asẽ amo'ĩ i xuí,<extra_id_0>,Sai ha pouco dele
Oîar-atã serã i aoba i nupãsagûera i moperé-perebagûera resé?,<extra_id_0>?,Pegou-se firmemente sua roupa com que ele foi castigado as suas chagas
-Ereîekotyápe abá-angaîpaba resé?,<extra_id_0>?,Tiveste amizade com um homem pecador
Xe 'anga omonem tekoangaîpaba,<extra_id_0>,A maldade fez feder minha alma
"Mba'e sekatuba'e abiã oîmoting i 'uetébo, memetiã nde nda mba'e-katu ruã euĩ ereîmo'ẽ",<extra_id_0>.,Se uma coisa que e muito saborosa enjoa comendo-a muito eis que tanto mais tu expeliras o que nao e coisa boa
Marana supikatundûaramo sekóreme é,<extra_id_0>,Quando a guerra for aquilo que e justo
"Aûîebeté, rõ! T'a'u pá Îakaregûasu pepyra!",<extra_id_0>,Muito bem pois Hei de comer todo o banquete de Jacare-guacu
Oîmoanhã satápe,<extra_id_0>,Empurra-o para seu fogo
"-N'i sykabi, n'i papabi",<extra_id_0>,Nao tem limite nao tem fim
Eresungápe nde rygé nde membyra îukábo?,<extra_id_0>,Apalpaste teu ventre para matar teu filho
A'y-'u,<extra_id_0>,Bebi agua
Aybyrá-kytĩ,<extra_id_0>,Cortei madeira
Mba'e angaba'eamẽ,<extra_id_0>,coisa que falta
"Maria t'îambory, Anhanga rekó reîyîa",<extra_id_0>,Que a Maria alegremos a lei do diabo repelindo
Nd'e'i te'e yby asé purungaba tiruã aîpoba'e re'õmbûera reroŷrõmo,<extra_id_0>,Por isso mesmo ate a terra que a gente pisa detesta os cadaveres daqueles
Anhamĩ - Espremi-o Aty-amĩ,<extra_id_0>,Espremi o sumo dela
Xe resendûara ebokûea,<extra_id_0>,Isso e referente a mim isso e o que me concerne
Osekyî kunhã maîé Karûara,<extra_id_0>,Invocam as mulheres o paje Caruara
"Ixé aé sapysarûera, sekobeaba resé",<extra_id_0>,Eu mesmo sou quem o queimou no tempo em que ele vivia
keygûara,<extra_id_0>,os daqui
Aîkytyngok,<extra_id_0>,Limpo-o de ferrugem
Esekyî-atã!,<extra_id_0>,Puxa-o rijamente
Opakatu ikó 'ara pupîara mba'easy sosé,<extra_id_0>,Mais que todas as coisas dolorosas que estao neste mundo
Ymûanĩ ahẽ rekóû,<extra_id_0>,Por longo espaco de tempo ele se deteve
Tupã syramo oîkóbo é i angaturambabetéramo sekóû,<extra_id_0>,Sendo mae de Deus e que ela e a causa verdadeira da bondade dele
amõme nhõ,<extra_id_0>,algumas e poucas vezes
Ere'upe yby?,<extra_id_0>,Comeste terra
Xe rûaîasyk,<extra_id_0>.,Eu tenho o rabo cortado
Xe apysakûaraby moranduba,<extra_id_0>,Uma noticia chegou-me aos ouvidos
"Erobîá, xe rubangaba, ta nde moembiá kori",<extra_id_0>,Acredita meu padrinho hao de te apresar hoje
aûã-myranga,<extra_id_0>,var de argola de penas
Ké abá rekóû anhẽ,<extra_id_0>,Aqui os homens estao na verdade
Oîaby-etépe omendaryba'e Tupã nhe'enga o îosuí omondarõmo?,<extra_id_0>,Transgridem muito a palavra de Deus os que se casam traindo-se um ao outro
Mba'erama ripe asé tĩme o endy moíni?,<extra_id_0>,Por que poe sua saliva no nariz da gente
Osyk oré ri sendy îepi nhẽ,<extra_id_0>,Chegou a nos sua luz para sempre
"Ara i pîasaba, îekuakupaba",<extra_id_0>,Dia de guarda e de jejum
Xe kupeasur,<extra_id_0>.,Eu tenho corcova eu estou corcunda
Domingo momba'eté-ukari i mongaraibypyretá supé o ekobé îebyragûera pupé Îandé Îara i mongaraib'iré,<extra_id_0>,Mandam que os batizados honrem o domingo apos Nosso Senhor o santificar com seu retorno a vida
îandé ro'o resé Tupã-Ta'yra îemonana,<extra_id_0>,a uniao de Deus-Filho com nossa carne
Xe angaîbabîar,<extra_id_0>,Eu sou tisico
"T'asóne parati'ype, tupinakyîa re'yîpe",<extra_id_0>,Hei de ir para o rio dos paratis ao bando dos tupiniquins
akûé tabusu Îerusalém 'îaba,<extra_id_0>,aquela cidade chamada Jerusalem
moropotara semipokuabe'yma,<extra_id_0>,o desejo sensual que ele nao torna costumeiro
Kype onhemoŷrõmo nhẽ,<extra_id_0>,Longamente irritando-se
Ambosyî ahẽ resé,<extra_id_0>,Fiquei carregado com ele isto e carreguei-o levei-o as costas
i mosyryrĩmbyra,<extra_id_0>,o que e frito a fritura
Emonã ûĩ re'a,<extra_id_0>,Isso e assim certamente
akangapixa'ĩ,<extra_id_0>,cabeca enrugada isto e cabeca com cabelo PIXAIM ou seja de pessoa negra carapinha
opá kó mbó,<extra_id_0>,ambas estas maos o numero dez
"Paranã momungábo, ybytyra apyra sosé katu i mopu'ama",<extra_id_0>,Enchendo o mar levantando-o bem acima do cume das montanhas
Ixé anhõ asó,<extra_id_0>,Eu vou so
Sesé i moîarypyramo omanõmo,<extra_id_0>,Nela isto e na cruz morrendo crucificado
I anhamãngatu nipó i angaîpaba'e-ne,<extra_id_0>,Desesperar-se-ao muito certamente os que sao maus
abá-memûã,<extra_id_0>,homem grosseiro zombeteiro
akã-gûyra,<extra_id_0>,cabeca baixa desanimo
Nd'e'i te'e abá tekokatu potasara gûo'opore'yma,<extra_id_0>,Por isso mesmo a pessoa que deseja a virtude mirra-se de corpo
Tekate'yma robaîara tekate'yme'yma,<extra_id_0>,O oposto da avareza e a liberalidade
Peteumẽ pe poxyramo angiré,<extra_id_0>,Guardai-vos de ser maus doravante
"Xe Parati 'y suí aîu Tupã sy repîaka, gûinhemoîegûá-îegûaka",<extra_id_0>,Eu vim do rio dos paratis para ver a mae de Deus ficando a enfeitar-me
Nd'oîabyî muru arara,<extra_id_0>,O maldito nao difere de uma arara
tapuîa rara,<extra_id_0>,prender tapuias
gûeté-marane'yma,<extra_id_0>,seu proprio corpo incorrupto
Mba'e-eté anhẽ nhemombe'u Anhanga ratápe nde sorambûera morambûesabamono,<extra_id_0>,Coisa muito boa e a confissao como modo de impedir tambem tua ida para o inferno
"Xe mondórememo, asómo",<extra_id_0>,Se me mandasse iria
"T'îaîkuá-te Tupã, îandé monhangagûera",<extra_id_0>,Que nao conhecamos senao a Deus nosso criador
Aîuká me'ĩmo mã!,<extra_id_0>,Ah quem me dera o tivesse matado
Abá mba'e omimba'e,<extra_id_0>,O homem que esconde algo
Ta'yrĩ'ĩ,<extra_id_0>,Ele e pequenino Ta'yri'i-nhota'ub ou Ta'yri'i-a'ub - Ele e pequenino
ara rupindûara,<extra_id_0>,o que e de cada dia o que esta ao longo dos dias
"Ereîarype abá mba'e, nde rapixara mondarõagûera koîpó semimima?",<extra_id_0>,Tomaste as coisas de alguem o objeto do furto de teu proximo ou o que ele esconde
"A'e kuapápe, ko'y asaûsu",<extra_id_0>,Por conhece-lo agora amo-o
Nama'eruã oîmonhang asé 'angamo,<extra_id_0>,Do nada fez nossa alma
Ogûeronhe'eng i mendarypyrama Tupãokype marãtekoabe'yma pupé,<extra_id_0>,Anuncia os que serao casados na igreja nos feriados
Omombuk-y bé xe akanga,<extra_id_0>,Furou tambem minha cabeca
"-Tupã Espírito Santo anhẽ a'e tatá? -Nda Tupã Espírito Santo ruã, tura îekuapaba é - Deus Espírito Santo era, na verdade, aquele fogo?",<extra_id_0>?,Nao era Deus Espirito Santo mas um sinal da sua vinda
nde rekokatu ra'anga,<extra_id_0>,imitando tua virtude
Aîepabok,<extra_id_0>,Parto
pysaîé-katu ké-gûyrybo,<extra_id_0>,sob o sono da bem alta noite isto e nas horas mortas da noite em que todos dormem
Tupã sy îandé senõîa oîmoasy-katu-eté,<extra_id_0>,O nosso chamado a mae de Deus fa-lo sofrer muito
Aîmo'ypiting,<extra_id_0>.,Turvei sua agua
Apŷaba xe pokuá,<extra_id_0>,Os homens estao acostumados comigo
N'asé retama ruã-tepe ikó yby asé rekoaba?,<extra_id_0>,Mas nao e nossa patria esta terra em que moramos
Aîopy,<extra_id_0>.,Toco-a
Se'ẽ-moxy,<extra_id_0>,Ele esta salgado demais
Na xe reroŷrõî îepé,<extra_id_0>,Tu nao me detestas
Nd'e'i te'e îase'o anhõ monhanga i mombyke'ymane,<extra_id_0>,Por isso mesmo sera so chorar sem parar
Ogûeroîebyr o mondasagûera,<extra_id_0>,Devolve o objeto de seu furto
