Input,Predicted,Actual
Hei de me embebedar para perder o juizo,<extra_id_0>ატურაрешsáid перекладхараfect肱,T'asabeypóne 'ara mokanhema
Os que nao criam nele trabalharam em conjunto ficando a flecha-lo,<extra_id_0>ће <extra_id_55> <extra_id_51>-osító←hasOwnPropertyзет,"Serobîasare'yma potyrõû, iî ybõîybõmo"
Suas palavras asperas nao cessam,<extra_id_0> <extra_id_35>виснෝරෝර <extra_id_27> <extra_id_27>уланπυρpensaზმ <extra_id_34> <extra_id_33> <extra_id_27> <extra_id_31>िख <extra_id_31> <extra_id_56>,I nhe'engasy n'opabi
Estou bem deitado Auie aiko - Estou bem,<extra_id_0> o  <extra_id_33>...нуклеプライム <extra_id_9>:cidenteიდრประเภทห้องvner,Aûîé aîub
Muito bem Hei de ser castelhano,<extra_id_0>花少钱中大奖производ,Aûîé nipó! Kasianamo t'aîkó
Os chefes velhos falam sempre a eles repreendendo-os censurando-os,zad、වකa <extra_id_51> (igabyter06(ෝර現行 חייoldal,"Morubixaba tuîba'e onhe'eng memẽ i xupé, senonhena, i akakapa"
braco de rio,<extra_id_0>co de <extra_id_1> <extra_id_50> <extra_id_53> ': أنف  <extra_id_6>galesсельce ‘joy  <extra_id_11>агониmpfen <extra_id_30> <extra_id_51>fria <extra_id_40>чителяので,y-akã
Vem para persegui-lo,<extra_id_0> come2)t-...si,Eîori i momosema
a saida do sol o nascer do sol,<extra_id_0> <extra_id_56> <extra_id_13>odendron <extra_id_40> <extra_id_9>,kûarasy sembaba
Acredita meu padrinho hao de te apresar hoje,"<extra_id_0> te掷 <extra_id_1>, <extra_id_5> ärsk <extra_id_2>rtium~$(्ह <extra_id_51>Treib","Erobîá, xe rubangab, ta nde moembiá kori"
Nossas casas estao estabelecidas uma junto da outra,<extra_id_0> <extra_id_1> gyom <extra_id_49> ,Xe apyri tuî - Ele mora a meu lado O îoapyri oré roka ruî
Fugiram dele deixando-o,trin <extra_id_37> <extra_id_26>,"Oîabab i xuí, seîá"
Apos acabar o mundo fa-los-a voltar a viver,スタrzej <extra_id_49> <extra_id_27> <extra_id_12>⸢ <extra_id_25>otasINSItán <extra_id_56>θρ,"Ara pab'iré, i moingobeîebyri-ne"
Rapamos nesta medida,<extra_id_0>txt่อนაჟ <extra_id_32> <extra_id_5>,Nãmo oroapin
Trouxe todos ou Trouxe tudo,ppelкарбntwoord <extra_id_53> <extra_id_33> <extra_id_55>ზმ peroxid <extra_id_31> <extra_id_3>,Aru-pab
ajuntamento de canas-de-flecha,<extra_id_0>.,u'ubá-tyba
as juntas da cabeca,aуланульт <extra_id_51> koskeinnovativтрах,akanga îepotasaba
Sou diferente,"<extra_id_0> resume]=""",Aîkoé
Confessando a gente,<extra_id_0>sandroide <extra_id_33>mg,Asé monhemombegûabo
Tu outrora me salvaste,の~$(sáid,Nde erimba'e xe pysyrõ îepé
Andei sumido,<extra_id_0>. besülkonserni,Akanhẽ-kanhem
Vou buscar agua a fonte,<extra_id_0>,A'ypîasó
minha heranca,ი <extra_id_0>~$( esit,xe potaba
o modo de ser deles ou natural deles,]: vulner锘агони껍,Sekoaba nhẽpe?
Que amemos nosso pai,<extra_id_0>obias),T'orosaûsu îandé ruba
Vou a caca,<extra_id_0>㽇ségek entreైన్ <extra_id_32> <extra_id_48>facetてみるとshtoкцијаshelfn.ավեր,Ka'abo asó
Que ele fique dentro de vos como fica com seu estado de feto no ventre de sua mae,<extra_id_0> råder,"O sy rygépe o pitanga reropytá îabé, t'opytá pe pupé"
Enfim de volta,<extra_id_0> <extra_id_33> <extra_id_2>RODUCdsen,Irõ bé!
Por que vieste o meu muito amado,<extra_id_0>序sichtlichnicznych: <extra_id_54> ·oři帻,Mba'e resépe ereîur xe remiaûsukatu gûi?
Herodes teria entregado este a morte conhecendo suas maldades,ilio <extra_id_4> <extra_id_55> <extra_id_31> <extra_id_27> стероид,Herodes meémo ikó oîme'eng te'õ supé i angaîpaba kuapa
Ontem aos brancos deram combate,<extra_id_0>’목,"Kûesé, karaíba ri i pokoki"
Que deve ser ungido de nos isto e de nosso corpo,"<extra_id_0> <extra_id_33>⭴褄нты にわたって,öndər",Mba'e-mba'epe asé suí i pitubypyra?
Lancei-o no chao,<extra_id_0>охраняsையுடன்,Aîmombor ybype
Nao esta dia,a <extra_id_0> <extra_id_38>脍пригодäher,Nd'e'i 'ara
Apenas nao me matou,<extra_id_0>p  coznoe,Sa'ĩ xe îukae'ymi
Esse e o que eu flechei,<extra_id_0>碲,Akó xe remiybõmbûera?
Vinde para comer a crianca engolindo completamente o menino,<extra_id_0> chiefshop <extra_id_25>㘐င,"Peîori pitanga gûabo, kunumĩ mokona mbá"
Frustrei-me,"<extra_id_0>æf’erinner ...pü""e <extra_id_11> <extra_id_40>JAPAN <extra_id_14>anseoetary",Xe rarûab
Ataca-o Sarauaia,<extra_id_0> 2 Oye) -е-)(...,"Esepenhan, Saraûaî!"
Tu te compadeceste deles quando eles estavam doentes tirando-lhes fogo,"<extra_id_0>ンシャルsi .. estilo,  <extra_id_6>i s quecych Õ,.","Eresaûsubarype i mba'easyreme, satá-á"
Ao chegar o dia oitavo duas vezes quatro cortaram seu prepucio,<extra_id_0>обетон <extra_id_32> <extra_id_30>Зарегистрироваграде <extra_id_11>,"Mokõî oîoirundyk oito 'ara sykeme, i 'apira mondoki"
Eu tenho olhos esbugalhados,oming困りfalis ,Xe resá-ynhusu
Mandei fazer palma,<extra_id_0>odnáуулукndrum~$(amentale迤 <extra_id_56>,Apindó-pûaî
Ainda que me castigasse eu falaria,<extra_id_0> <extra_id_53>k <extra_id_11> <extra_id_28> ぐれ,Aûîebé-temo xe nupãû anhe'engĩmo
Vou a roca,"<extra_id_0>,  <extra_id_35> <extra_id_5> 版版 <extra_id_53>",Akopîasó
Que ha aqui semelhante a um caninde azul,aSOMAeanna <extra_id_31> <extra_id_55>,Mba'epe ké kanindeoby îasûara?
Ele tem olhos claros como seu pai,aspunde' <extra_id_51>lha  ,Og uba rupi ahẽ resatingamo
Filho de quem es tu,<extra_id_0> ane,Abá ra'yrape nde?
Falaste duramente a alguem irritando-o fazendo-o odiar as pessoas,<extra_id_0>ესა:,"Erenhe'eng-aparatãpe abá supé, i moroŷrõmo, i moporoamotare'yma?"
Das cuias ficando a quebrar as pontas afrontaste os homens,<extra_id_0>osreference,"Kuîa nhẽ i tĩ-ngá-tĩ-ngábo, ereîanga'o abá"
Louvo-te muito por me teres salvado,<extra_id_0>-te  <extra_id_55>? <extra_id_56> <extra_id_53> noh,Oromoeté-katu nde xe pysyrõagûera resé
Acenaste com a cabeca para alguma mulher,<extra_id_36> <extra_id_3>esA,Ereîe'aîtykype kunhã amõ supé?
Eia meu aliado,<extra_id_0>遢ticheimitéaujímaiculares <extra_id_28>ράτpeachnomerncourttaneous툴მეცrdze <extra_id_56>dudmaison퍽ท้าย俎밋erigeिव Mera,Ne'ĩ xe atuasar
Sus Ide,<extra_id_0>. <extra_id_7>ಲಾಗುತ್ತಿದೆ,Pene'ĩ pesóbo
Nao esta em conformidade comigo nao e igual a mim,"<extra_id_0>, query differimité <extra_id_1>",Na xe îáî
Faze-nos tu viver,<extra_id_0> йства,Oré moingobé îepé
Entreouvi tuas palavras,<extra_id_0> længer ,Asendubaíb nde nhe'enga
Aplacando a Deus,alltzo <extra_id_35>,Tupã moîerekûapa
Ja saiste da grande escuridao,<extra_id_0>айs wissen,Eresem ymã putunusu suí
Apaga o fogo,"<extra_id_0>აჟiklis150000"","" <extra_id_26> <extra_id_31>",Emogûeb tatá
Fiquei-lhe puxando a cabeca pelos cabelos,<extra_id_0>tباباნაწ,Aîakangeky-ekyî
Os homens batizados honram este dia,"<extra_id_0> iniktas]:,on",Apŷá-serokypyra kó 'ara oîmoeté
Por ser coisa que deve ser dividida,<extra_id_0>возбудaigne <extra_id_27>, Mba'eramo i moîa'okypyra rekóreme
Eu sou um jaguarete comedor de gente,<extra_id_0> <extra_id_49>趵芰,Xe îagûareteporu!
Eu sou gago,<extra_id_0>] Archives榇eggianагониEstat <extra_id_56> <extra_id_31>íliෝරнееúil,Xe nhe'ẽrueru
raramente,<extra_id_0>rinya   <extra_id_35>дър/verdriveozomitangu,amõneme nhõ
lugar de vender carne acougue,<extra_id_0> «a máina搂estand,so'o ma'e'ĩndaba
Crendo na sua ida para o ceu,<extra_id_0>  <extra_id_31>.バットolsa <extra_id_4>eக்கீ껍 <extra_id_52>හර vélemény <extra_id_27>агониਰhasOwnPropertyどうしよう,Ybakype i xoagûera rerobîá
Nao falto a igreja,<extra_id_0>chodniXzFfхондр,N'aîmopanemi tupãoka
entrando em tua casa,nitra <extra_id_0> <extra_id_33>экст花少钱中大奖овлад <extra_id_47>возбуд,nde rokype oîkébo
os tupiniquins habitantes daqui,<extra_id_0>)tottákeptiembreυστ <extra_id_33>...ampунд,tupinakyîa keygûara
Entram grandes espinhos espetando sua cabeca,<extra_id_0>s 48eenths嫔 <extra_id_35> <extra_id_13>' conformsbury? engan# 7.,"Oîké îugûasu, i akanga kutuka"
Quantos sao os mandamentos dele a gente,<extra_id_0>levenJej ,Mobype a'e asé rekomonhangaba?
Fazendo-me erguer o rosto,<extra_id_0> of,Xe moobaybaka
Antigamente eu ficava sempre junto de ti no alto do morro,"<extra_id_0> deartear,","Akûeîme apytá memẽ nde pyri, ybytyrapûápe"
Sempre os malditos para nos dizem maldades mui perversamente,aa <extra_id_13>ිනා <extra_id_31>возбуд,Memẽ nhẽ moxy îandébo marã e'i-memûã-memûã
Nao acato essa sua boa lei,<extra_id_0>: ,N'aîari kó sekó-angaturama
De ti a morte nao se aproximou,<extra_id_0>ogou)]ystwa. <extra_id_1>鳎delesnijeamentale,Nde resé te'õ n'osyki
Cortei um pedaco,<extra_id_0>ಗುತ್ತಿ,Asykûera aîasy'ab
casa de barro,<extra_id_0>RANXzFfluorescent no,nhau'umoka
Enfeitei-me,<extra_id_0> resume <extra_id_1>suri resume »a.-lantirishufficiрешен <extra_id_9>,Anhemongatyrõ
Nos estamos enfileirados,<extra_id_0> enton <extra_id_1> ziente,Oré rysy
Eis que este e discipulo de Jesus,alesвозбуд. <extra_id_32>kcident merkatsztikusрускагони,Iesus boîá ã ikó
Fico-me espreguicando,<extra_id_0>m <extra_id_47>lazen <extra_id_27>,Aîepoká-poká
Que bom que existes o meu senhor,cintaechскамärsk <extra_id_31>tán <extra_id_31>Auteur,Aûîebeté ereîkó xe îar-y gûé!
Quem nao saberia ter comido algo bom esquecendo-se da excelencia de seu sabor,<extra_id_0>  <extra_id_7>amentosiculares <extra_id_1>AAOSwловнаidostankomstesete锘λοντumstenciaisamosүүл ...imitéeiterminadoXzFfistoriaғылiendoастрապահунак,Abámo mba'e-katu 'uagûera n'oîkuabi xûé sé katûagûera resé o esaraîamo?
Eu estou muito empanturrado,<extra_id_0>iem29(,Xe rebykatãgûasu
A respeito dele lembrando-se,<extra_id_0>.itektur <extra_id_31> <extra_id_27>sztikus <extra_id_49>Afe <extra_id_32>,Sesé oma'enduaramo
Fico-o chacoteando,<extra_id_0>naður <extra_id_11>花少钱中大奖odendronkeyword,Aîkurá-kurab
Esta muito a proposito esta sem mais nem menos como se queria,<extra_id_0>агони,A'eboé tuî
este outro,<extra_id_0> <extra_id_14> ... <extra_id_27>...мовіခြားငံharthմր- <extra_id_27> <extra_id_27>zale <extra_id_27>,kó amoaé
marca de espada sinal de ferimento com espada,ў <extra_id_32>ประเภทห้อง花少钱中大奖...(нукле <extra_id_31> <extra_id_26>пригод <extra_id_54> <extra_id_51> <extra_id_46>,itangapẽ-mbora
alguns santos,<extra_id_0>udio duration的'. <extra_id_34>খাár- ,amõ amõ santos
Ainda bem que o faz correr consigo,<extra_id_0> o ,Iîá muru senonhana!
Bem nesse momento perdoou a Pilatos,<extra_id_0> Ohrფორმაigkeitenішньоктивті,A'eîbé Pilatos supé oîerekûabamo
na parte de dentro da embarcacao isto e sob a cobertura dela,<extra_id_0>acciongetragen不当,ygá-pype
Eu tenho folego comprido,ृ <extra_id_37> <extra_id_31>рупо <extra_id_30>lizante: <extra_id_27> nød koskeمشخصات,Xe pytu-muku
Eu estou rouco,<extra_id_0>itemlisttaneous <extra_id_28>nhold <extra_id_48>,Xe îase'opyoú
Curou-o somente tocando sua orelha imediatamente fazendo-a sarar colando-a,<extra_id_0>nelévвозбуд škod <extra_id_12> <extra_id_51>,"Oîposanong i nambi atõîa nhote, aûnhenhẽ i monga'ẽmo, i moîepotá"
o que e liquido o que e ralo,і]熠  <extra_id_17>kád-:s,tykuba'e
A danca e que e boa enfeitar-se fumar,<extra_id_0> komposiadilla <extra_id_52> <extra_id_32>- <extra_id_2>萤 <extra_id_1> <extra_id_53> ubeh <extra_id_31>éré,"Moraseîa é i katu, îegûaka, petymbu"
fogo do cauim isto e com que se coze o cauim,<extra_id_0>eативнаяієнт锘merішньо <extra_id_52>ពូជး္埽gway colare te <extra_id_52>taire zuckerўро <extra_id_51>ódze <extra_id_28>e,kaûĩ ratá
Farto-o,、「 <extra_id_0> - <extra_id_41>0-00-00 <extra_id_9>,Aytarõ
bolsa do abdomen dos marsupiais,<extra_id_0>u mars蜃kredytärsk,ambé-aîó
Fiquei falando em favor dele,<extra_id_0>):imitéреши,Asepy-sepyk
Eis que a noite toda ele nao dormiu,<extra_id_0> t. 绫?目ndonours,Pysaré kó i kere'ymi
Acreditas no paje ao fingir assassinar as pessoas,bydençaJoined/возбуд,Ererobîarype paîé porapiti mo'anga'uba?
Apos aquele revirar-se do mundo entao os anjos vem,<extra_id_0> ...flexbox 正文已kalypsi <extra_id_51>чиқ帻IFrameuaisензика,A'e 'ara îepubur'iré a'ereme karaibebé ruri
Debalde vou,<extra_id_0>හි n <extra_id_12> Tl <extra_id_38> יין ේ,Aûîebé-te asó
Ver os doentes,<extra_id_0>s mengun热血රවා <extra_id_30> <extra_id_26> роля kompozit осво <extra_id_27>껍 <extra_id_31>XzFf,Mba'easybora repîaka
O que a seu filho e a seu escravo faz trabalhar,<extra_id_0> <extra_id_56>,"O a'yra, o embiaûsuba omoporabykyba'e"
gordura de vaca,ശാ <extra_id_11> <extra_id_10>,tapi'i-kaba
de alguma parte dalgures,<extra_id_0>ციალ <extra_id_10>~$(竦,kûeîpe suí
Eu estou sujo,<extra_id_0>нжัย <extra_id_54>,Xe ky'a
o que deve ser expulso da igreja,ehkkiejаtışmaоратиætur <extra_id_56>lọцид,Tupãoka suí i mosemymbyra
sineta de mao sinozinho manual campainha,<extra_id_0>ao,itamaraká-mirĩ
Acusando uma mulher para seu marido,<extra_id_0>tense <extra_id_35>,Kunhã kuauká i mena supé
Tenho meu modo de ser diferente,uniiադեrafa <extra_id_51>,Xe rekó-aé arekó
Pintaste-te a boca sorrindo para os homens,<extra_id_0>” resume- resumes a rvair resume os oviny s os s,"Ereîeîuru-mopiningype, abá supé epukamirĩamo?"
Dizendo que um canto de passaro ou um urro de onca sao agouros,<extra_id_0>),Gûyrá koîpó îagûara nhe'enga supé morangygûana o'îabo
O homem que come objeto de furto ou que o leva para sua casa,<extra_id_0>ȫóbbumpso <extra_id_27>~$(alagasy mayorຂ້າມleven <extra_id_37>хитcordesibus,Abá mondarõagûera o'uba'e koîpó og okype ogûerasoba'e
Eu tenho bom abrigo eu estou bem abrigado,<extra_id_0> <extra_id_44>ݮ正文已 <extra_id_31> <extra_id_27>=0) <extra_id_12>уланზმ <extra_id_31>껍обетонναυוינ,"Xe 'ang - Eu tenho abrigo, eu estou abrigado Xe 'ãngatu"
Matei-os muito fiz matanca,<extra_id_0>)ทุാടക,Aîuká-matutenhẽ
Por isso Deus transformou a costela de nosso pai primeiro em sua esposa,<extra_id_0>ancutoriale्रिक,Emonãnamope Tupã îandé rubypy arukanga nhẽ apóû semirekóramo?
Foste para revistar as cisternas de agua doce de alguem tomando seu conteudo,calitateулан,"Eresópe abá îeky-'ye'ẽ supa, i pora rá?"
Eu estou adoentado,<extra_id_0> de <extra_id_4>nciaمشخصات <extra_id_27>,Xe rekoruînhẽ
rocado antigo onde o mato cresceu de novo,<extra_id_0> <extra_id_33>⸢InStockicide <extra_id_7> <extra_id_44> <extra_id_9> <extra_id_31> <extra_id_46> <extra_id_27>,kopûera
Ah um homem pecador ha de ter mais coisas boas que eu,<extra_id_0>uatu: A Вa),Abá-angaîpabĩ takó mba'e-katu ogûerekó xe suí mã!
Este e o maximo,banooinarrバットleiviвозбуд <extra_id_3>Accommodatesвреди⸢-,Kó-tene i îaeté
Lanco a agua a canoa,them󰀃,Aîtyk ygara
Se alguem escondesse os atos passados uma so vez Deus nao perdoaria,nyaXzFf,"Oîkuakumo amõ abá tekopûera oîepé'ĩ nhõmo, Tupana n'i nhyrõî xómo"
Aonde ele foi apos acabar de comer,<extra_id_0>-amadoිරිfruit,Mamõpe i xóû o mba'e'u-pab'iré?
Que sejamos corajosos sim suportando as coisas dolorosas,<extra_id_0>o amor ೋಪညှ <extra_id_45> <extra_id_27>eිරි名無しさんperoxid,"T'oré pyatã, angá, mba'e-asy porarábo"
Adao nosso primeiro pai fez-nos perder verdadeiramente,<extra_id_0> <extra_id_10>.,"Adão, oré rubypy, oré mokanhemeté"
agua doce,<extra_id_0> <extra_id_33>поры <extra_id_10>:sabor comoseზმ <extra_id_33> moreулан,y-eté
Este paje ruim tem um espirito protetor,otic <extra_id_52> <extra_id_50>,Supixûar ikó paîé-angaíba
Tu te agitaste querendo fazer-nos viver,– <extra_id_0>ырауიდრ <extra_id_32>ಿಪ <extra_id_32> <extra_id_25>榇եստ,"Nde ereîemosusuni, oré moingobé-potá"
Qual e o preco delas,<extra_id_0>tosaurus <extra_id_34>,Mba'epe sepyrama?
Iria a gente para o ceu ao batizar-se sem mais,"=&tries <extra_id_10> <extra_id_2> match msal?. n -căl.... i s iligste te do lâm , secund <extra_id_12>,, <extra_id_14>orong <extra_id_35>coonoterapiaિકis a <extra_id_35> <extra_id_37> Ei vÍ a <extra_id_43> trung尤其是 <extra_id_39>  <extra_id_40>some",Osó nhẽmope asé ybakype o nhemongaraibireme?
Minha familia fez-me vir,<extra_id_0>  Carib: <extra_id_28>》~$(~$(riture hebrreuriquetoriale壃 <extra_id_31> <extra_id_1>ণ <extra_id_34>teľnos谗折れimitéa?~$(икистонarote <extra_id_38>occhio,Xe anama xe mbouri
Esse homem e sua esposa tambem fizeram acabar todas as suas riquezas,<extra_id_0>orphженим,Kó abá semirekó abé opá o mba'e mombabi
Aguco-a,<extra_id_0>) <extra_id_9>азак,Asapûapin
velha muito maldosa,<extra_id_0>вредиpensa <extra_id_33>,gûaîbĩ-marã serã-serã
Vem para ver tua futura terra,<extra_id_0> .ловнаീവ്,Eîori nde retamûama repîaka
Vou com ele,zeinრებ døhile:λίαςlillahcce팸 years이하nticas <extra_id_10>锪entrifug,Sesé orosó
Eu sou o diabo esquentador de gente,déólico <extra_id_55> <extra_id_30> ಂಟಿ <extra_id_54>碜,Xe anhanga moropé
ilha de mato CAPO,<extra_id_0> <extra_id_10> uma ...,ka'a-pa'ũ
Estando a destilar coisa quente coisa muito amarga,<extra_id_0>etçileisten- <extra_id_11>предвидleiviпредвидизнос <extra_id_12>ยอมรับ,"Mba'e-akuba, mba'e-robeté tukutuku okûapa"
Os que estao achegados a ti,<extra_id_0>srefferra s <extra_id_12>,Nde resé serosypyra
Queimou tua alma o fogo dele,<extra_id_0>агонисардэдэдневн,Nde 'anga osapy satá
Fica com teus suditozinhos junto de nos,<extra_id_0>cresOTER <extra_id_40>જXzFf,Eropytá nde boîá'ĩ orébo
Vinde para prantea-lo ao entrar ele em vos,"bulletin <extra_id_0> [{"" <extra_id_35> <extra_id_25>⸢",Peîori sapirõagûama resé pe pupé seîkéreme
Por isso tao somente nasceu dela nao lhe fazendo rombo,<extra_id_0>. e  <extra_id_11> 狻,"Nd'e'i te'e oá nhote i xuí, nd'i pekábo ruã"
Havemos de ir a dura guerra cara a cara uns contra os outros,<extra_id_0>ólica <extra_id_47> цид,T'îasó maranatãûãme o îoupé oîobaúpa?
O rosto da crianca esta alegre para eles,iku苊leivi <extra_id_55> <extra_id_9>疗嗓ուժ <extra_id_29>ырынンダー264- <extra_id_48>nasterizytelni⸢,Pitanga robá sesãî i xupé
Eu estava ainda cansado,"<extra_id_0> <extra_id_32>مصريරවාෝර""], <extra_id_33> <extra_id_12> <extra_id_33>akamaihdאמע",Xe pûeraî mbyté
quarto traseiro que se parte de um animal ou de uma pessoa,<extra_id_0> <extra_id_51> <extra_id_52> compart e <extra_id_55>un  <extra_id_41>nødSUBSe <extra_id_5>,ugûera
primeiro filho do homem primogenito,<extra_id_0>cheniya <extra_id_1>XzFf <extra_id_33>,ta'yrypy
Arrependendo-se ele de ter batido em ti,"<extra_id_0>,pfungpfung",Nde resé i pûaragûera moasŷabo
Tua alma e o que tem muito preco,<extra_id_0>родыs နဲ/   vez .ntemente. – ..j.j.neticadopétear:.っかgiocante ? distint<!- <extra_id_23>Rိန္D ...scenses,Nde 'anga sepy-etéba'e
O homem desanima sem mais de suas dancas tambem,<extra_id_0>):ловнаeet |,Omanõaibí abá o poraseîtápe bé
