Input,Predicted,Actual
Hei de me embebedar para perder o juizo,<extra_id_0>,T'asabeypóne 'ara mokanhema
Os que nao criam nele trabalharam em conjunto ficando a flecha-lo,<extra_id_0>тензивsílé: ̨xt,"Serobîasare'yma potyrõû, iî ybõîybõmo"
Suas palavras asperas nao cessam,<extra_id_0>0-00-00S,I nhe'engasy n'opabi
Estou bem deitado Auie aiko - Estou bem,<extra_id_0> erw <extra_id_32>уляторhasOwnProperty <extra_id_31>껍lytte <extra_id_31>,Aûîé aîub
Muito bem Hei de ser castelhano,<extra_id_0> <extra_id_33>ača <extra_id_12>εμι mesm <extra_id_45> <extra_id_27>,Aûîé nipó! Kasianamo t'aîkó
Os chefes velhos falam sempre a eles repreendendo-os censurando-os,<extra_id_0> 侭опит <extra_id_56>uvud,"Morubixaba tuîba'e onhe'eng memẽ i xupé, senonhena, i akakapa"
braco de rio,<extra_id_0>vidlíu” <extra_id_8>редыдущ eten,y-akã
Vem para persegui-lo,<extra_id_0>,Eîori i momosema
a saida do sol o nascer do sol,<extra_id_0> . no-alukalio ,kûarasy sembaba
Acredita meu padrinho hao de te apresar hoje,<extra_id_0>asa t a gama ,"Erobîá, xe rubangab, ta nde moembiá kori"
Nossas casas estao estabelecidas uma junto da outra,<extra_id_0> Anterior Archives <extra_id_40>resend,Xe apyri tuî - Ele mora a meu lado O îoapyri oré roka ruî
Fugiram dele deixando-o,<extra_id_0> e emenda para e <extra_id_53> onera,"Oîabab i xuí, seîá"
Apos acabar o mundo fa-los-a voltar a viver,<extra_id_0>..),"Ara pab'iré, i moingobeîebyri-ne"
Rapamos nesta medida,<extra_id_0> selgreteramedadea he man - <extra_id_12>máticas... ›: riendo䣺 <extra_id_34> sejaayonrileivi <extra_id_1> <extra_id_27>mosпроизводentativerzejүктromosomεμι,Nãmo oroapin
Trouxe todos ou Trouxe tudo,<extra_id_0>desXzFfўлаexistיפרupielādē暾tności2sXzFf祎...,Aru-pab
ajuntamento de canas-de-flecha,<extra_id_0>tejn柰,u'ubá-tyba
as juntas da cabeca,<extra_id_0> <extra_id_34>wa <extra_id_54>,akanga îepotasaba
Sou diferente,<extra_id_0>UVE,Aîkoé
Confessando a gente,<extra_id_0> ловнаpunz”,Asé monhemombegûabo
Tu outrora me salvaste,онӣ酔Esp <extra_id_35>谮atalà,Nde erimba'e xe pysyrõ îepé
Andei sumido,<extra_id_0>鏖 Down: Andйч ,Akanhẽ-kanhem
Vou buscar agua a fonte,<extra_id_0> XzFfvilligkarzIPLವಣmojelucan <extra_id_51> <extra_id_51> <extra_id_48>,A'ypîasó
minha heranca,"%)輳וריות觉得stensശ്വരabinsktedλτιallegaazole塁 <extra_id_43> 조회hakataornadanbs, –gern രംഗത്ത,imazován0-00-00i <extra_id_50>्वरénnyelástica przycz",xe potaba
o modo de ser deles ou natural deles,<extra_id_0> a֣потаෝරулан க்கீRUH,Sekoaba nhẽpe?
Que amemos nosso pai,<extra_id_0>,T'orosaûsu îandé ruba
Vou a caca,"<extra_id_0>ebi വല <extra_id_4>~$(-kulin Urhekete"" <extra_id_56>ত্তacasaaire →aliwa",Ka'abo asó
Que ele fique dentro de vos como fica com seu estado de feto no ventre de sua mae,<extra_id_0>io <extra_id_5>--ugolj-㡷,"O sy rygépe o pitanga reropytá îabé, t'opytá pe pupé"
Enfim de volta,<extra_id_0>/ငံэдэმთავარ <extra_id_1> koske~$( <extra_id_31> <extra_id_52> <extra_id_31>агониροχ <extra_id_56> <extra_id_4>,Irõ bé!
Por que vieste o meu muito amado,<extra_id_0>,Mba'e resépe ereîur xe remiaûsukatu gûi?
Herodes teria entregado este a morte conhecendo suas maldades,"uyu <extra_id_51>groh [{""ієнт",Herodes meémo ikó oîme'eng te'õ supé i angaîpaba kuapa
Ontem aos brancos deram combate,<extra_id_0>ão <extra_id_55>,"Kûesé, karaíba ri i pokoki"
Que deve ser ungido de nos isto e de nosso corpo,<extra_id_0>eava~$(kemmhalfzanimaห์芏baita瘖 <extra_id_28>child содерж,Mba'e-mba'epe asé suí i pitubypyra?
Lancei-o no chao,<extra_id_0>años <extra_id_17>o. benontolo jo:ruan). no .   -- .  . ) <extra_id_17>-  <extra_id_42> oonnaεδοduro y  <extra_id_8>  <extra_id_40> haya faran -kak :.Ле.mடர்.e-  &o <extra_id_45>-  Resumeliran 载ce tumbadežgbu s <extra_id_13>s-o:rogue .  ,Aîmombor ybype
Nao esta dia,<extra_id_0>3!1ECTION,Nd'e'i 'ara
Apenas nao me matou,({Ặfesi Farb <extra_id_0> <extra_id_33>ärsk,Sa'ĩ xe îukae'ymi
Esse e o que eu flechei,<extra_id_10>,Akó xe remiybõmbûera?
Vinde para comer a crianca engolindo completamente o menino,<extra_id_0>착海外取寄せ品googletag <extra_id_40>兂eOfSta sivil,"Peîori pitanga gûabo, kunumĩ mokona mbá"
Frustrei-me,<extra_id_0> resume 와,Xe rarûab
Ataca-o Sarauaia,<extra_id_0>...ívuuankvě,"Esepenhan, Saraûaî!"
Tu te compadeceste deles quando eles estavam doentes tirando-lhes fogo,<extra_id_0> <extra_id_1>omentarsáidshortDescriptionöndəridostadedor熳芏ologischenAAOSwtatileocaindageánicoієнт~$(ilfigerчиваетсяcológica <extra_id_28>⮫shortDescriptionabinskodendronesalarma,"Eresaûsubarype i mba'easyreme, satá-á"
Ao chegar o dia oitavo duas vezes quatro cortaram seu prepucio,<extra_id_0>... <extra_id_55>o <extra_id_54> e... ,"Mokõî oîoirundyk oito 'ara sykeme, i 'apira mondoki"
Eu tenho olhos esbugalhados,<extra_id_0>rnbergeólicontvangтратив <extra_id_9>,Xe resá-ynhusu
Mandei fazer palma,<extra_id_0>ääkavkaz~$(檻ловнаabinskimaad ,Apindó-pûaî
Ainda que me castigasse eu falaria,<extra_id_0>.埽cordial,Aûîebé-temo xe nupãû anhe'engĩmo
Vou a roca,<extra_id_0> _ s <extra_id_16>3=0;,Akopîasó
Que ha aqui semelhante a um caninde azul,"<extra_id_0>,jidh🙂iad󰀃lillah",Mba'epe ké kanindeoby îasûara?
Ele tem olhos claros como seu pai,<extra_id_0> <extra_id_0>,Og uba rupi ahẽ resatingamo
Filho de quem es tu,<extra_id_0> င္း鹑enekler㽇szinteěz,Abá ra'yrape nde?
Falaste duramente a alguem irritando-o fazendo-o odiar as pessoas,<extra_id_0>-ilmente:e/.../,"Erenhe'eng-aparatãpe abá supé, i moroŷrõmo, i moporoamotare'yma?"
Das cuias ficando a quebrar as pontas afrontaste os homens,<extra_id_13> <extra_id_5> binneρίνզբ <extra_id_3>周囲равится鞘нуклевредиಿಪ,"Kuîa nhẽ i tĩ-ngá-tĩ-ngábo, ereîanga'o abá"
Louvo-te muito por me teres salvado,<extra_id_0>,Oromoeté-katu nde xe pysyrõagûera resé
Acenaste com a cabeca para alguma mulher,<extra_id_0>e XzFf,Ereîe'aîtykype kunhã amõ supé?
Eia meu aliado,<extra_id_0>祟ত্ত껍 <extra_id_5> <extra_id_52>,Ne'ĩ xe atuasar
Sus Ide,<extra_id_0>gesetztencormenපත්㲥ilucan':stogo <extra_id_54>онӣöhn,Pene'ĩ pesóbo
Nao esta em conformidade comigo nao e igual a mim,<extra_id_0> ... <extra_id_12> <extra_id_9> l,Na xe îáî
Faze-nos tu viver,<extra_id_0>уланRingtoneGeregistreerd㘏뜯esponderEliminar,Oré moingobé îepé
Entreouvi tuas palavras,a <extra_id_0>ಂಟಿ,Asendubaíb nde nhe'enga
Aplacando a Deus,<extra_id_0> .,Tupã moîerekûapa
Ja saiste da grande escuridao,<extra_id_0>.,Eresem ymã putunusu suí
Apaga o fogo,<extra_id_0>:,Emogûeb tatá
Fiquei-lhe puxando a cabeca pelos cabelos,aD ֜Зарегистрироваෝරjóða,Aîakangeky-ekyî
Os homens batizados honram este dia,"<extra_id_0> nem ni.рита <extra_id_27>神経մր <extra_id_31>, meghalאוז",Apŷá-serokypyra kó 'ara oîmoeté
Por ser coisa que deve ser dividida,<extra_id_0> <extra_id_35>gitur地dfreudere <extra_id_8>, Mba'eramo i moîa'okypyra rekóreme
Eu sou um jaguarete comedor de gente,<extra_id_0>: <extra_id_16>ioase <extra_id_22>,Xe îagûareteporu!
Eu sou gago,<extra_id_0> <extra_id_1>hayanengan... <extra_id_52> verb ...毐,Xe nhe'ẽrueru
raramente,<extra_id_0> a .,amõneme nhõ
lugar de vender carne acougue,<extra_id_0>jove ,so'o ma'e'ĩndaba
Crendo na sua ida para o ceu,<extra_id_0>oh агониdioxid <extra_id_5>  <extra_id_33>,Ybakype i xoagûera rerobîá
Nao falto a igreja,uyu <extra_id_0> <extra_id_56>ình <extra_id_56> <extra_id_33>,N'aîmopanemi tupãoka
entrando em tua casa,<extra_id_0> 4 desc[/-tanto <extra_id_51>,nde rokype oîkébo
os tupiniquins habitantes daqui,<extra_id_0>ustos <extra_id_55>.込む <extra_id_3>ົ້າocksørste,tupinakyîa keygûara
Entram grandes espinhos espetando sua cabeca,uaisXzFf <extra_id_56>🚼,"Oîké îugûasu, i akanga kutuka"
Quantos sao os mandamentos dele a gente,<extra_id_0>женим  ,Mobype a'e asé rekomonhangaba?
Fazendo-me erguer o rosto,<extra_id_0> .aAAOSw,Xe moobaybaka
Antigamente eu ficava sempre junto de ti no alto do morro,<extra_id_0>te a <extra_id_16>erlebentumisen  <extra_id_17> ) nderenways,"Akûeîme apytá memẽ nde pyri, ybytyrapûápe"
Sempre os malditos para nos dizem maldades mui perversamente,<extra_id_0>erXzFf,Memẽ nhẽ moxy îandébo marã e'i-memûã-memûã
Nao acato essa sua boa lei,<extra_id_0> 。[~$(,N'aîari kó sekó-angaturama
De ti a morte nao se aproximou,<extra_id_0> de <extra_id_3>~$(онасиXzFf <extra_id_49> <extra_id_40> <extra_id_56>kçe <extra_id_51>ㄎ <extra_id_30>änen,Nde resé te'õ n'osyki
Cortei um pedaco,<extra_id_0> <extra_id_35>en榇йства-රණåld,Asykûera aîasy'ab
casa de barro,<extra_id_0>aकों <extra_id_48>агониုိက္ <extra_id_29>,nhau'umoka
Enfeitei-me,<extra_id_0> & 483045022100,Anhemongatyrõ
Nos estamos enfileirados,"<extra_id_0> очерea迤;""> <extra_id_14>≣胛idosta~$(toriale岖谶viselő芏bülктивтіငံroceငံ帻",Oré rysy
Eis que este e discipulo de Jesus,<extra_id_0>AAOSwianskemigasas: <extra_id_34>очень <extra_id_10>然háb <extra_id_33>,Iesus boîá ã ikó
Fico-me espreguicando,<extra_id_0>ræð ,Aîepoká-poká
Que bom que existes o meu senhor,arzej,Aûîebeté ereîkó xe îar-y gûé!
Quem nao saberia ter comido algo bom esquecendo-se da excelencia de seu sabor,<extra_id_0>madaszko犒a <extra_id_52>nomic,Abámo mba'e-katu 'uagûera n'oîkuabi xûé sé katûagûera resé o esaraîamo?
Eu estou muito empanturrado,)」lévtóriumlac,Xe rebykatãgûasu
A respeito dele lembrando-se,<extra_id_0> dando  <extra_id_53>バット <extra_id_9>dispos,Sesé oma'enduaramo
Fico-o chacoteando,にしてpoq <extra_id_0> <extra_id_31> <extra_id_49>ρεπ,Aîkurá-kurab
Esta muito a proposito esta sem mais nem menos como se queria,<extra_id_0> a↻,A'eboé tuî
este outro,<extra_id_0>:...::  ,kó amoaé
marca de espada sinal de ferimento com espada,<extra_id_0> (a elseikasyon󰀄ntaje ~$(зывsötet,itangapẽ-mbora
alguns santos,geliводоро引っරෙ~$(,amõ amõ santos
Ainda bem que o faz correr consigo,<extra_id_0>៌...,Iîá muru senonhana!
Bem nesse momento perdoou a Pilatos,<extra_id_0> <extra_id_48>」「)υπά] o,A'eîbé Pilatos supé oîerekûabamo
na parte de dentro da embarcacao isto e sob a cobertura dela,<extra_id_0> <extra_id_27>褒め,ygá-pype
Eu tenho folego comprido,<extra_id_0> <extra_id_1>: nødütés <extra_id_52>,Xe pytu-muku
Eu estou rouco,äkin <extra_id_0> <extra_id_55>正文已(12 <extra_id_56> <extra_id_56> : <extra_id_49>ెడЭлектроparol,Xe îase'opyoú
Curou-o somente tocando sua orelha imediatamente fazendo-a sarar colando-a,<extra_id_0> <extra_id_37> eшканAAOSw㡷 <extra_id_45>е <extra_id_12> <extra_id_53>- <extra_id_10>-艿olhosya,"Oîposanong i nambi atõîa nhote, aûnhenhẽ i monga'ẽmo, i moîepotá"
o que e liquido o que e ralo,אָר <extra_id_46>SOMA <extra_id_31>όπο,tykuba'e
A danca e que e boa enfeitar-se fumar,<extra_id_0>эдэ <extra_id_11>tycz <extra_id_35>~$(,"Moraseîa é i katu, îegûaka, petymbu"
fogo do cauim isto e com que se coze o cauim,<extra_id_0> okomandi <extra_id_51>нуклетрахෝරಪಡಿဂ္ <extra_id_56>,kaûĩ ratá
Farto-o,"<extra_id_0>: <extra_id_34>、,htymä",Aytarõ
bolsa do abdomen dos marsupiais,<extra_id_0>s.хів) <extra_id_35>издан ReportаранCorsa,ambé-aîó
Fiquei falando em favor dele,<extra_id_0>াঙ্কtes芏,Asepy-sepyk
Eis que a noite toda ele nao dormiu,<extra_id_0> resume <extra_id_45> <extra_id_48>,Pysaré kó i kere'ymi
Acreditas no paje ao fingir assassinar as pessoas,<extra_id_0> <extra_id_51>прият <extra_id_28>Load~$(့္,Ererobîarype paîé porapiti mo'anga'uba?
Apos aquele revirar-se do mundo entao os anjos vem,<extra_id_0>?? <extra_id_55> Comentariosenstva effectrazonérica,A'e 'ara îepubur'iré a'ereme karaibebé ruri
Debalde vou,<extra_id_0>hyun hadaucetoodrangandägenhet없이mpls,Aûîebé-te asó
Ver os doentes,<extra_id_0>AAOSw▍hreeöndər,Mba'easybora repîaka
O que a seu filho e a seu escravo faz trabalhar,<extra_id_0>  ,"O a'yra, o embiaûsuba omoporabykyba'e"
gordura de vaca,"reči자연! <extra_id_0>ырынcarita150000"",""",tapi'i-kaba
de alguma parte dalgures,dent訴 <extra_id_13> <extra_id_44> <extra_id_37>ინვ агониිනාונסnnettava,kûeîpe suí
Eu estou sujo,<extra_id_0>:៊ុន <extra_id_50>susürz,Xe ky'a
o que deve ser expulso da igreja,<extra_id_0>fSwiZW <extra_id_4>,Tupãoka suí i mosemymbyra
sineta de mao sinozinho manual campainha,<extra_id_0>компресс <extra_id_9>,itamaraká-mirĩ
Acusando uma mulher para seu marido,<extra_id_0>chοντά枕ত্ত lover <extra_id_51> asaludoumescseits,Kunhã kuauká i mena supé
Tenho meu modo de ser diferente,)」XzFfapidgatorנסαρακτηριστικά コメントбедеapidgator <extra_id_49>hési <extra_id_31>abnews,Xe rekó-aé arekó
Pintaste-te a boca sorrindo para os homens,<extra_id_0>zdrowiরাওasgenoьбаагони <extra_id_33> <extra_id_12>Odpowiedzi,"Ereîeîuru-mopiningype, abá supé epukamirĩamo?"
Dizendo que um canto de passaro ou um urro de onca sao agouros,dahi <extra_id_3>11 <extra_id_26> <extra_id_31> <extra_id_31>InStockიდრုိက္ <extra_id_4> <extra_id_51> <extra_id_27>ømmelse <extra_id_55> <extra_id_51>počí,Gûyrá koîpó îagûara nhe'enga supé morangygûana o'îabo
O homem que come objeto de furto ou que o leva para sua casa,<extra_id_0> <extra_id_35>unzi ),Abá mondarõagûera o'uba'e koîpó og okype ogûerasoba'e
Eu tenho bom abrigo eu estou bem abrigado,<extra_id_0>,"Xe 'ang - Eu tenho abrigo, eu estou abrigado Xe 'ãngatu"
Matei-os muito fiz matanca,<extra_id_0> Agora,Aîuká-matutenhẽ
Por isso Deus transformou a costela de nosso pai primeiro em sua esposa,<extra_id_0>o.dømme,Emonãnamope Tupã îandé rubypy arukanga nhẽ apóû semirekóramo?
Foste para revistar as cisternas de agua doce de alguem tomando seu conteudo,nspruch  <extra_id_45>Auteurforuren доро02(ৃষ্ট,"Eresópe abá îeky-'ye'ẽ supa, i pora rá?"
Eu estou adoentado,<extra_id_0> parahи qich,Xe rekoruînhẽ
rocado antigo onde o mato cresceu de novo,<extra_id_0>jerry.娜.ત્યдобив <extra_id_28>,kopûera
Ah um homem pecador ha de ter mais coisas boas que eu,<extra_id_0>Nz <extra_id_32> <extra_id_56>ko-,Abá-angaîpabĩ takó mba'e-katu ogûerekó xe suí mã!
Este e o maximo,<extra_id_0>o <extra_id_0>palma | <extra_id_28>юж <extra_id_51>ստորա: <extra_id_48>o,Kó-tene i îaeté
Lanco a agua a canoa,<extra_id_0>.l <extra_id_10>,Aîtyk ygara
Se alguem escondesse os atos passados uma so vez Deus nao perdoaria,<extra_id_0>vahoma <extra_id_52> <extra_id_29>,"Oîkuakumo amõ abá tekopûera oîepé'ĩ nhõmo, Tupana n'i nhyrõî xómo"
Aonde ele foi apos acabar de comer,<extra_id_0> <extra_id_52>08( <extra_id_52>,Mamõpe i xóû o mba'e'u-pab'iré?
Que sejamos corajosos sim suportando as coisas dolorosas,<extra_id_0> <extra_id_33> <extra_id_56>്വാresponder,"T'oré pyatã, angá, mba'e-asy porarábo"
Adao nosso primeiro pai fez-nos perder verdadeiramente,<extra_id_0>er <extra_id_4>- <extra_id_52>-se-,"Adão, oré rubypy, oré mokanhemeté"
agua doce,<extra_id_0>)嗨)率iឿ李克强...,y-eté
Este paje ruim tem um espirito protetor,<extra_id_22>rzej,Supixûar ikó paîé-angaíba
Tu te agitaste querendo fazer-nos viver,<extra_id_0> <extra_id_56>iㄔ <extra_id_6>,"Nde ereîemosusuni, oré moingobé-potá"
Qual e o preco delas,<extra_id_0> di๋ว <extra_id_54>,Mba'epe sepyrama?
Iria a gente para o ceu ao batizar-se sem mais,<extra_id_0>рэаරයන්цид <extra_id_9>,Osó nhẽmope asé ybakype o nhemongaraibireme?
Minha familia fez-me vir,aієнт-ingағалау,Xe anama xe mbouri
Esse homem e sua esposa tambem fizeram acabar todas as suas riquezas,"<extra_id_0>,ranimiamipears <extra_id_4>",Kó abá semirekó abé opá o mba'e mombabi
Aguco-a,<extra_id_0> ed <extra_id_52>:ഹിതிச்சை <extra_id_33>,Asapûapin
velha muito maldosa,<extra_id_0>-keligskultlibrari觑,gûaîbĩ-marã serã-serã
Vem para ver tua futura terra,itse gespလျှ,Eîori nde retamûama repîaka
Vou com ele,dennjZൡReplyDeleteAddвреди <extra_id_48> <extra_id_31>,Sesé orosó
Eu sou o diabo esquentador de gente,<extra_id_0>ceptorulär <extra_id_52>hasOwnProperty <extra_id_1>votospirant <extra_id_15> ,Xe anhanga moropé
ilha de mato CAPO,<extra_id_0>n';)~$(ndurenants,ka'a-pa'ũ
Estando a destilar coisa quente coisa muito amarga,"<extra_id_0>шту, <extra_id_31> <extra_id_49>","Mba'e-akuba, mba'e-robeté tukutuku okûapa"
Os que estao achegados a ti,<extra_id_0> オーダーカーテン <extra_id_1> <extra_id_10> r <extra_id_11>ganosafeirar unuicom plysninger teturs ,Nde resé serosypyra
Queimou tua alma o fogo dele,<extra_id_32>fogo iingабз <extra_id_28>իպ,Nde 'anga osapy satá
Fica com teus suditozinhos junto de nos,<extra_id_0> quericulares <extra_id_47>...ചിത,Eropytá nde boîá'ĩ orébo
Vinde para prantea-lo ao entrar ele em vos,<extra_id_0>. 齲 a1: <extra_id_29> fossiεμι,Peîori sapirõagûama resé pe pupé seîkéreme
Por isso tao somente nasceu dela nao lhe fazendo rombo,<extra_id_0>毐  n,"Nd'e'i te'e oá nhote i xuí, nd'i pekábo ruã"
Havemos de ir a dura guerra cara a cara uns contra os outros,<extra_id_0>ёamperonics <extra_id_4>.netdna-که.жира a e <extra_id_7> t,T'îasó maranatãûãme o îoupé oîobaúpa?
O rosto da crianca esta alegre para eles,<extra_id_0>  <extra_id_31> <extra_id_45>pensaнукле <extra_id_31> <extra_id_56> <extra_id_9>,Pitanga robá sesãî i xupé
Eu estava ainda cansado,<extra_id_0> –юж <extra_id_46>zhdlytte <extra_id_27>rissenezultatAAOSw,Xe pûeraî mbyté
quarto traseiro que se parte de um animal ou de uma pessoa,<extra_id_0>áilругооружениզբйстваэкст <extra_id_28> <extra_id_52>~$(,ugûera
primeiro filho do homem primogenito,<extra_id_0> <extra_id_1>tato])) eловнаይታatif,ta'yrypy
Arrependendo-se ele de ter batido em ti,<extra_id_0>r <extra_id_6>batera-,Nde resé i pûaragûera moasŷabo
Tua alma e o que tem muito preco,の <extra_id_3> +08:00ერს,Nde 'anga sepy-etéba'e
O homem desanima sem mais de suas dancas tambem,<extra_id_0>'');困りはいつ,Omanõaibí abá o poraseîtápe bé
castrado,<extra_id_0>raggioიდრ,sapi'a'okypyra
Mudo-me,<extra_id_0>. ర్వాy,Asem
Salteio,<extra_id_0>O閾stroitelïne,Aporero'ar
Quem e o inimigo da gente,"aвозбуд~$(AppData[]},ಿಪ <extra_id_56>/",Abápe asé sumarã?
Eu tenho calculos renais,)」blica vulnerlakenrjeeπλοκ <extra_id_30>abrikan已关闭评论õistluslishment󰀄sztrálмушчаст <extra_id_32>,Xe typa'am
Sob tuas maos estamos em ti apoiando-nos,<extra_id_0>瘢,"Nde pó gûyrype oroîkó, nde resé oroîekoka"
maltratar a seu proximo,a不上ей производстегнutenτί,o apixara rerekoaíba
Nao dormi absolutamente para procura-los,الاخبار) <extra_id_40> <extra_id_46>provvis ,N'aker-angáî sekasápe
Tu voltas o rosto para tras olhando com a ponta dos olhos sorrindo espreguicando-te,"<extra_id_0> of7"">L <extra_id_55>tèn","Nde atybak, nde resá-popybo ema'ẽmo, epukamirĩamo, eîepokábo tenhẽ"
